Serial Number,Question,A,B,C,D,Answer,Answer,Appropriateness,Difficulty,Check,Notes,Overall Topic A,Sub Topic A,Overall Topic B,Sub Topic B,Overall Topic C,Sub Topic C,Overall Topic D,Sub Topic D,Overall Topic E,Sub Topic E,Combined Topics,Combined Sub Topics,Hint,Explanation,,,Old Question,Old A,Old B,Old C,Old D
Q002616,\(\frac{dN}{dt} = 7*N(t+1)\). Find an expression for \(N\) in terms of \(t\). Which of the following is correct?,\(N(t) = e^{\frac{7}{2}t^2+7t+c}\),\(N(t) = e^{-\frac{7}{2}t^2+7t+c}\),\(N(t) = e^{-\frac{7}{2}t^2+t+c}\),\(N(t) = e^{\frac{7}{2}t^2+t+c}\),A,A,7,6,yes,,Integration,Integration - Standard indefinite integration,,,,,,,,,Integration,Integration - Standard indefinite integration,,,,,DN/dt = 7*N(t+1). Find an expression for N in terms of t. Which of the following is correct?,N(t) = e^(7/2t^2+7t+c),N(t) = e^(-7/2t^2+7t+c),N(t) = e^(-7/2t^2+t+c),N(t) = e^(7/2t^2+t+c)
Q002617,\(\frac{dN}{dt} =9 *N(t+1)\). Find an expression for \(N\) in terms of \(t\). Which of the following is correct?,\(N(t) = 9e^{9t+c}\),\(N(t) = e^{\frac{9}{2}t^2+9t+c}\),\(N(t) = e^{-\frac{9}{2}t^2+9t+c}\),\(N(t) = e^{-\frac{9}{2}t^2-9t+c}\),B,B,7,6,yes,,Integration,Integration - Standard indefinite integration,,,,,,,,,Integration,Integration - Standard indefinite integration,,,,,DN/dt =9 *N(t+1). Find an expression for N in terms of t. Which of the following is correct?,N(t) = 9e^(9t+c),N(t) = e^(9/2t^2+9t+c),N(t) = e^(-9/2t^2+9t+c),N(t) = e^(-9/2t^2-9t+c)
Q002618,\(\frac{dN}{dt} =10 *N(t+1)\). Find an expression for \(N\) in terms of \(t\). Which of the following is correct?,\(N(t) = e^{10t^2+5t+c}\),\(N(t) = e^{5t^2+5t+c}\),\(N(t) = e^{5t^2+10t+c}\),\(N(t) = e^{-5t^2-10t+c}\),C,C,7,6,yes,,Integration,Integration - Standard indefinite integration,,,,,,,,,Integration,Integration - Standard indefinite integration,,,,,DN/dt =10 *N(t+1). Find an expression for N in terms of t. Which of the following is correct?,N(t) = e^(10t^2+5t+c),N(t) = e^(5t^2+5t+c),N(t) = e^(5t^2+10t+c),N(t) = e^(-5t^2-10t+c)
Q002619,\(\frac{dN}{dt} = 12 *N(t+1)\). Find an expression for \(N\) in terms of \(t\). Which of the following is correct?,\(N(t) = 12e^{12t}\),\(N(t) = e^{-6t^2+6t+c}\),\(N(t) = e^{-6t^2-12t+c}\),\(N(t) = e^{6t^2+12t+c}\),D,D,7,6,yes,,Integration,Integration - Standard indefinite integration,,,,,,,,,Integration,Integration - Standard indefinite integration,,,,,DN/dt = 12 *N(t+1). Find an expression for N in terms of t. Which of the following is correct?,N(t) = 12e^(12t),N(t) = e^(-6t^2+6t+c),N(t) = e^(-6t^2-12t+c),N(t) = e^(6t^2+12t+c)
Q002620,\(\frac{dN}{dt} = 15 *N(t^2+1)\). Find an expression for \(N\) in terms of \(t\). Which of the following is correct?,\(N(t) = e^{15t^3+15t+c}\),\(N(t) = e^{-15t^3+15t+c}\),\(N(t) = e^{5t^3+15t+c}\),\(N(t) = e^{-5t^3+15t+c}\),C,C,7,6,yes,,Integration,Integration - Standard indefinite integration,,,,,,,,,Integration,Integration - Standard indefinite integration,,,,,DN/dt = 15 *N(t^2+1). Find an expression for N in terms of t. Which of the following is correct?,N(t) = e^(15t^3+15t+c),N(t) = e^(-15t^3+15t+c),N(t) = e^(5t^3+15t+c),N(t) = e^(-5t^3+15t+c)
Q002621,\(\frac{dN}{dt} = x *N(t+1)\). Find an expression for \(N\) in terms of \(t\). Which of the following is correct?,\(N(t) = e^{\frac{x}{2} t^2+xt+c}\),\(N(t) = e^{-\frac{x}{2} t^2+xt+c}\),\(N(t) = \frac{e^{xt}}{x}+c\),\(N(t) = \frac{e^{-xt}}{x}+c\),A,A,7,6,yes,,Integration,Integration - Standard indefinite integration,,,,,,,,,Integration,Integration - Standard indefinite integration,,,,,DN/dt = x *N(t+1). Find an expression for N in terms of t. Which of the following is correct?,N(t) = e^(x/2 t^2+xt+c),N(t) = e^(-x/2 t^2+xt+c),N(t) = e^(xt)/x+c,N(t) = e^(-xt)/x+c
Q002622,\(\frac{dN}{dt} = \frac{k}{x} *N(t+1)\). Find an expression for \(N\) in terms of \(t\). Which of the following is correct?,\(N(t) = xe^{kt}+c\),\(N(t) = xe^{-kt}+c\),\(N(t) = e^{[\frac{k}{2x}t^2+\frac{k}{x}t+c]}\),\(N(t) = e^{[-\frac{k}{2x}t^2+\frac{-k}{x}t+c]}\),C,C,7,6,yes,,Integration,Integration - Standard indefinite integration,,,,,,,,,Integration,Integration - Standard indefinite integration,,,,,DN/dt = k/x *N(t+1). Find an expression for N in terms of t. Which of the following is correct?,N(t) = xe^(kt)+c,N(t) = xe^(-kt)+c,N(t) = e^[(k/2x)t^2+(k/x)t+c],N(t) = e^[(-k/2x)t^2+(-k/x)t+c]
Q002623,\(\frac{dN}{dt} = k *N(t+1)\). Find an expression for \(N\) in terms of \(t\). Which of the following is correct?,\(N(t) = e^{[\frac{k}{2}t^2+kt+c]}\),\(N(t) = e^{-kt}+c\),\(N(t) = ke^{kt}\),\(N(t) = ke^{-kt}\),A,A,7,6,yes,,Integration,Integration - Standard indefinite integration,,,,,,,,,Integration,Integration - Standard indefinite integration,,,,,DN/dt = k *N(t+1). Find an expression for N in terms of t. Which of the following is correct?,N(t) = e^[(k/2)t^2+kt+c],N(t) = e^(-kt)+c,N(t) = ke^(kt),N(t) = ke^(-kt)
Q002624,The method of integration by substitution is used to:,simplify the integral,find an antiderivative of a function,integrate functions with variable changes,find the area under a curve,A,A,4,4,yes,,Integration,Integration by substitution,,,,,,,,,Integration,Integration by substitution,,,,,The method of integration by substitution is used to:,simplify the integral,find an antiderivative of a function,integrate functions with variable changes,find the area under a curve
Q002625,"The rate of increase of the world’s population, \(P\), in millions, \(t\) years after \(1900\) is proportional to the existing population. Given that in \(1900\) the world’s population was \(1600\) million and by \(1950\) the world’s population was \(2600\) million. Show that \(P=Ae^{kt}\), stating the exact values of the constants \(A\) and \(k\).","\(A=1000, k=\frac{1}{10} \ln(\frac{7}{8})\)","\(A=1600, k=\frac{1}{50} \ln(\frac{13}{8})\)","\(A=1500, k=\frac{1}{25} \ln(\frac{11}{8})\)","\(A=1200, k=\frac{1}{20} \ln(\frac{9}{8})\)",B,B,6,5,yes,base question,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"The rate of increase of the world’s population, P, in millions, t years after 1900 is proportional to the existing population. Given that in 1900 the world’s population was 1600 million and by 1950 the world’s population was 2600 million. Show that P=Ae^kt, stating the exact values of the constants A and k. ","A=1000, k=(1/10) ln(7/8) ","A=1600, k=(1/50) ln(13/8) "," A=1500, k=(1/25) ln(11/8) "," A=1200, k=(1/20) ln(9/8) "
Q002626,"The rate of increase of the world’s population, \(P\), in millions, \(t\) years after \(1900\) is proportional to the existing population. Given that in \(1900\) the world’s population was \(2000\) million and by \(1950\) the world’s population was \(3200\) million. Show that \(P=Ae^{kt}\), stating the exact values of the constants \(A\) and \(k\).","\(A=1800, k=\frac{1}{40} \ln(\frac{9}{8})\)","\(A=2000, k=\frac{1}{50} \ln(\frac{16}{11})\)","\(A=2000, k=\frac{1}{50} \ln(\frac{8}{5})\)","\(A=2200, k=\frac{1}{45} \ln(\frac{13}{9})\)",C,C,6,5,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"The rate of increase of the world’s population, P, in millions, t years after 1900 is proportional to the existing population. Given that in 1900 the world’s population was 2000 million and by 1950 the world’s population was 3200 million. Show that P=Ae^kt, stating the exact values of the constants A and k.","A=1800, k=(1/40) ln(9/8)","A=2000, k=(1/50) ln(16/11)","A=2000, k=(1/50) ln(8/5)","A=2200, k=(1/45) ln(13/9)"
Q002627,"The rate of increase of the world’s population, \(P\), in millions, \(t\) years after \(1900\) is proportional to the existing population. Given that in \(1900\) the world’s population was \(1500\) million and by \(1940\) the world’s population was \(2700\) million. Show that \(P=Ae^{kt}\), stating the exact values of the constants \(A\) and \(k\).","\(A=1300, k=\frac{1}{40} \ln(\frac{10}{8})\)","\(A=1500, k=\frac{1}{40} \ln(\frac{9}{5})\)","\(A=1500, k=\frac{1}{40} \ln(\frac{8}{5})\)","\(A=1700, k=\frac{1}{50} \ln(\frac{13}{8})\)",B,B,6,5,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"The rate of increase of the world’s population, P, in millions, t years after 1900 is proportional to the existing population. Given that in 1900 the world’s population was 1500 million and by 1940 the world’s population was 2700 million. Show that P=Ae^kt, stating the exact values of the constants A and k.","A=1300, k=(1/40) ln(10/8)","A=1500, k=(1/40) ln(9/5)","A=1500, k=(1/40) ln(8/5)","A=1700, k=(1/50) ln(13/8)"
Q002628,"The rate of increase of the world’s population, \(P\), in millions, \(t\) years after \(1900\) is proportional to the existing population. Given that in \(1900\) the world’s population was \(1800\) million and by \(1950\) the world’s population was \(2700\) million. Show that \(P=Ae^{kt}\), stating the exact values of the constants \(A\) and \(k\).","\(A=1600, k=\frac{1}{50} \ln(\frac{10}{6})\)","\(A=2000, k=\frac{1}{50} \ln(\frac{10}{6})\)","\(A=1800, k=\frac{1}{50} \ln(\frac{9}{4})\)","\(A=1800, k=\frac{1}{50} \ln(\frac{3}{2})\)",D,D,6,5,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"The rate of increase of the world’s population, P, in millions, t years after 1900 is proportional to the existing population. Given that in 1900 the world’s population was 1800 million and by 1950 the world’s population was 2700 million. Show that P=Ae^kt, stating the exact values of the constants A and k.","A=1600, k=(1/50) ln(10/6)","A=2000, k=(1/50) ln(10/6)","A=1800, k=(1/50) ln(9/4)","A=1800, k=(1/50) ln(3/2)"
Q002629,"The rate of increase of the world’s population, \(P\), in millions, \(t\) years after \(1900\) is proportional to the existing population. Given that in \(1900\) the world’s population was \(1700\) million and by \(1960\) the world’s population was \(3400\) million. Show that \(P=Ae^{kt}\), stating the exact values of the constants \(A\) and \(k\).","\(A=1500, k=\frac{1}{50} \ln(\frac{13}{8})\)","\(A=1800, k=\frac{1}{60} \ln(\frac{1}{2})\)","\(A=1700, k=\frac{1}{60} \ln(2)\)","\(A=1600, k=\frac{1}{55} \ln(\frac{14}{9})\)",C,C,6,5,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"The rate of increase of the world’s population, P, in millions, t years after 1900 is proportional to the existing population. Given that in 1900 the world’s population was 1700 million and by 1960 the world’s population was 3400 million. Show that P=Ae^kt, stating the exact values of the constants A and k.","A=1500, k=(1/50) ln(13/8)","A=1800, k=(1/60) ln(1/2)","A=1700, k=(1/60) ln(2)","A=1600, k=(1/55) ln(14/9)"
Q002630,"The rate of increase of the world’s population, \(P\), in millions, \(t\) years after \(1900\) is proportional to the existing population. Given that in \(1900\) the world’s population was \(1400\) million and by \(1950\) the world’s population was \(2400\) million. Show that \(P=Ae^{kt}\), stating the exact values of the constants \(A\) and \(k\).","\(A=1300, k=\frac{1}{50} \ln(\frac{13}{7})\)","\(A=1400, k=\frac{1}{50} \ln(\frac{12}{7})\)","\(A=1500, k=\frac{1}{40} \ln(\frac{9}{4})\)","\(A=1600, k=\frac{1}{50} \ln(\frac{14}{9})\)",B,B,6,5,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"The rate of increase of the world’s population, P, in millions, t years after 1900 is proportional to the existing population. Given that in 1900 the world’s population was 1400 million and by 1950 the world’s population was 2400 million. Show that P=Ae^kt, stating the exact values of the constants A and k.","A=1300, k=(1/50) ln(13/7)","A=1400, k=(1/50) ln(12/7)","A=1500, k=(1/40) ln(9/4)","A=1600, k=(1/50) ln(14/9)"
Q002631,"Water enters a large cylindrical rain barrel, with diameter \(60\)cm, at a rate of \(100\pi\) cm\(^3\)/s. Water flows out of the bottom of the barrel at a rate of \(3\pi h\) cm\(^3\)/s. Given this situation can be modelled by the differential equation \(900 \frac{dh}{dt} =100-3h\). Given that initially the water level is \(20\)cm, find the exact time when the water level is \(30\)cm.",\(614\) seconds,\(400\) seconds,\(416\) seconds,\(489\) seconds,C,C,7,7,yes,base question,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"Water enters a large cylindrical rain barrel, with diameter 60cm, at a rate of 100π cm^3/s. Water flows out of the bottom of the barrel at a rate of 3πh cm^3/s. Given this situation can be modelled by the differential equation 900 dh/dt =100-3h. Given that initially the water level is 20cm, find the exact time when the water level is 30cm. ",614 seconds,400 seconds ,416 seconds,489 seconds
Q002632,"Water enters a large cylindrical tank, with diameter \(80\)cm, at a rate of \(120\pi\) cm\(^3\)/s. Water flows out of the bottom of the barrel at a rate of \(2\pi h\) cm\(^3\)/s. Given this situation can be modelled by the differential equation \(1600 \frac{dh}{dt} =120-2h\). Given that initially the water level is \(25\)cm, find the exact time when the water level is \(35\)cm.",\(300\) seconds,\(220\) seconds,\(230\) seconds,\(269\) seconds,D,D,7,7,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"Water enters a large cylindrical tank, with diameter 80cm, at a rate of 120π cm^3/s. Water flows out of the bottom of the barrel at a rate of 2πh cm^3/s. Given this situation can be modelled by the differential equation 1600 dh/dt =120-2h. Given that initially the water level is 25cm, find the exact time when the water level is 35cm. ",300 seconds,220 seconds,230 seconds,269 seconds
Q002633,"Water enters a large cylindrical container with a diameter of \(50\)cm, at a rate of \(80\pi\) cm\(^3\)/s. Water flows out of the bottom of the barrel at a rate of \(2\pi h\) cm\(^3\)/s. Given this situation can be modelled by the differential equation \(625 \frac{dh}{dt} =80-2h\). Given that initially the water level is \(15\)cm, find the exact time when the water level is \(25\)cm.",\(125\) seconds,\(180\) seconds,\(160\) seconds,\(150\) seconds,C,C,7,7,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"Water enters a large cylindrical container with a diameter of 50cm, at a rate of 80π cm^3/s. Water flows out of the bottom of the barrel at a rate of 2πh cm^3/s. Given this situation can be modelled by the differential equation 625 dh/dt =80-2h. Given that initially the water level is 15cm, find the exact time when the water level is 25cm. ",125 seconds,180 seconds,160 seconds,150 seconds
Q002634,"Water enters a large cylindrical tank with a diameter of \(70\)cm, at a rate of \(150\pi\) cm\(^3\)/s. Water flows out of the bottom of the barrel at a rate of \(6\pi h\) cm\(^3\)/s. Given this situation can be modelled by the differential equation \(1225 \frac{dh}{dt} =150-6h\). Given that initially the water level is \(18\)cm, find the exact time when the water level is \(28\)cm.",\(185\) seconds,\(173\) seconds,\(125\) seconds,\(150\) seconds,B,B,7,7,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"Water enters a large cylindrical tank with a diameter of 70cm, at a rate of 150π cm^3/s. Water flows out of the bottom of the barrel at a rate of 6πh cm^3/s. Given this situation can be modelled by the differential equation 1225 dh/dt =150-6h. Given that initially the water level is 18cm, find the exact time when the water level is 28cm. ",185 seconds,173 seconds,125 seconds,150 seconds
Q002635,"Water enters a large cylindrical tank with a diameter of \(90\)cm, at a rate of \(200\pi\) cm\(^3\)/s. Water flows out of the bottom of the barrel at a rate of \(8\pi h\) cm\(^3\)/s. Given this situation can be modelled by the differential equation \(2025 \frac{dh}{dt} =200-8h\). Given that initially the water level is \(20\)cm, find the exact time when the water level is \(40\)cm.",\(512\) seconds,\(182\) seconds,\(176\) seconds,\(180\) seconds,C,C,7,7,yes,,Modelling,Modelling- Differential equations,,,,,,,,,Modelling,Modelling- Differential equations,,,,,"Water enters a large cylindrical tank with a diameter of 90cm, at a rate of 200π cm^3/s. Water flows out of the bottom of the barrel at a rate of 8πh cm^3/s. Given this situation can be modelled by the differential equation 2025 dh/dt =200-8h. Given that initially the water level is 20cm, find the exact time when the water level is 40cm. ",512 seconds,182 seconds,176 seconds,180 seconds
Q002636,"The rate of increase of a population \(P\) of rabbits at time \(t\), in years, is given by \(\frac{dP}{dt}=3P\). Initially the population was of size \(200\). Find the equation of \(P\) in terms of \(t\) then find the time taken for the population to reach \(4000\).","\(P=150e^{4t}, t=3\) years","\(P= 200e^{3t}, t=1\) year","\(P=100e^{3t}, t=2\) years","\(P =400e^{4t}, t=4\) years",B,B,7,7,yes,,Integration,,,,,,,,,,Integration,,,,,,"The rate of increase of a population P of rabbits at time t, in years, is given by dP/dt=3P. Initially the population was of size 200. Find the equation of P in terms of t then find the time taken for the population to reach 4000. "," P=150e^4t, t=3 years","P= 200e^3t, t=1 year","P=100e^3t, t=2 years","P =400e^4t, t=4 years"
Q002637,"The rate of increase of a population \(P\) of bacteria at time \(t\), in hours, is given by \(\frac{dP}{dt}=2P\). Initially the population was of size \(500\). Find the equation of \(P\) in terms of \(t\) then find the time taken for the population to reach \(8000\).","\(P=500e^{2t}, t=\frac{\ln16}{2}\) hours","\(P=500e^{2t}, t=\frac{\ln16}{4}\) hours","\(P=500e^{2t}, t=\ln16\) hours","\(P=500e^t, t=\frac{\ln16}{2}\) hours",A,A,7,7,yes,,Integration,,,,,,,,,,Integration,,,,,,"The rate of increase of a population P of bacteria at time t, in hours, is given by dP/dt=2P. Initially the population was of size 500. Find the equation of P in terms of t then find the time taken for the population to reach 8000. "," P=500e^2t, t=(ln16)/2 hours"," P=500e^2t, t=(ln16)/4 hours"," P=500e^2t, t=ln16 hours"," P=500e^t, t=(ln16)/2 hours"
Q002638,"The rate of increase of a population \(P\) of a certain species at time \(t\), in hours, is given by \(\frac{dP}{dt}=0.5P\). Initially the population was of size \(1000\). Find the equation of \(P\) in terms of \(t\) then find the time taken for the population to reach \(2000\).","\(P=1000e^{0.5t}, t=\ln2\) days","\(P=1000e^{0.5t}, t=\frac{\ln2}{0.5}\) days","\(P=1000e^{0.5t}, t=\frac{\ln2}{2}\) days","\(P=1000e^t, t=\ln2\) days",B,B,7,7,yes,,Integration,,,,,,,,,,Integration,,,,,,"The rate of increase of a population P of a certain species at time t, in hours, is given by dP/dt=0.5P. Initially the population was of size 1000. Find the equation of P in terms of t then find the time taken for the population to reach 2000. "," P=1000e^0.5t, t=ln2 days"," P=1000e^0.5t, 
t=ln2 /0.5 days"," P=1000e^0.5t, 
t=ln2 /2 days"," P=1000e^t, 
t=ln2 days"
Q002639,"A radioactive substance decays at a rate proportional to its mass \(M\), such that \(\frac{dM}{dt}=-0.1M\). Initially, the mass was \(50\) grams. Find the equation of \(M\) in terms of \(t\) (in years), then find the time taken for the mass to reduce to \(10\) grams.","\(M=50e^{-0.1t}, t=2.3\) years","\(M=50e^{-0.1t}, t=23\) years","\(M=50e^{0.1t}, t=16.1\) years","\(M=50e^{-0.1t}, t=16.1\) years",D,D,7,7,yes,,Integration,,,,,,,,,,Integration,,,,,,"A radioactive substance decays at a rate proportional to its mass M, such that dM/dt=-0.1M. Initially, the mass was 50 grams. Find the equation of M in terms of t (in years), then find the time taken for the mass to reduce to 10 grams.","M=50e^-0.1t, 
t=2.3 years","M=50e^-0.1t, 
t=23 years","M=50e^0.1t, 
t=16.1 years","M=50e^-0.1t, 
t=16.1 years"
Q002640,"The rate of increase of a population \(P\) of fish in a pond at time \(t\), in weeks, is given by \(\frac{dP}{dt}=4P\). Initially, the population was of size \(150\). Find the equation of \(P\) in terms of \(t\), then find the time taken for the population to reach \(2400\).","\(P=150e^{4t}, t=\ln16\) weeks","\(P=150e^{4t}, t=\frac{\ln16}{4}\) weeks","\(P=150e^{4t}, t=\frac{\ln16}{16}\) weeks","\(P=150e^{2t}, t=\frac{\ln16}{4}\) weeks",B,B,7,7,yes,,Integration,,,,,,,,,,Integration,,,,,,"The rate of increase of a population P of fish in a pond at time t,  in weeks, is given by dP/dt=4P. Initially, the population was of size 150. Find the equation of P in terms of t,  then find the time taken for the population to reach 2400.","P=150e^4t, t=ln16 weeks","P=150e^4t, t=(ln16)/4 weeks","P=150e^4t, t=(ln16)/16 weeks","P=150e^2t, t=(ln16)/4 weeks"
Q002641,"The rate of decrease of a substance is proportional to its amount, such that \(\frac{dQ}{dt}=-3Q\). Initially, there was \(80\) grams of the substance. Find the equation of \(Q\) in terms of \(t\) (in minutes), then find the time taken for the amount to reduce to \(10\) grams.","\(Q=80e^{-3t}, t=\ln8\) minutes","\(Q=80e^{3t}, t=\frac{\ln8}{3}\) minutes","\(Q=80e^{-3t}, t=\frac{-\ln(0.125)}{3}\) minutes","\(Q=80e^{-3t}, t=-\frac{\ln8}{3}\) minutes",C,C,7,7,yes,,Integration,,,,,,,,,,Integration,,,,,,"The rate of decrease of a substance is proportional to its amount, such that dQ/dt=-3Q. Initially, there was 80 grams of the substance. Find the equation of Q in terms of t (in minutes), then find the time taken for the amount to reduce to 10 grams.","Q=80e^-3t, 
t=ln8 minutes ","Q=80e^3t, 
t=(ln8)/3 minutes ","Q=80e^-3t, 
t=-ln(0.125)/3 minutes ","Q=80e^-3t, 
t=-(ln8)/3 minutes "
